item_category,item,ambiguity,length,resolution,finality,critical_word_index,word_index,word,surprisal
critical,1,ambiguous,short,object,nonfinal,6,0,As,14.926294326782228
critical,1,ambiguous,short,object,nonfinal,6,1,the,3.2081451416015625
critical,1,ambiguous,short,object,nonfinal,6,2,lifeguard,20.176834106445312
critical,1,ambiguous,short,object,nonfinal,6,3,watched,12.97256565093994
critical,1,ambiguous,short,object,nonfinal,6,4,the,2.409661293029785
critical,1,ambiguous,short,object,nonfinal,6,5,kids,9.71844482421875
critical,1,ambiguous,short,object,nonfinal,6,6,splashed,16.06196880340576
critical,1,ambiguous,short,object,nonfinal,6,7,each,9.589807510375977
critical,1,ambiguous,short,object,nonfinal,6,8,other,0.1293199509382248
critical,1,ambiguous,short,object,nonfinal,6,9,with,2.256555557250977
critical,1,ambiguous,short,object,nonfinal,6,10,water.,10.376404047012327
critical,1,ambiguous,long,object,nonfinal,8,0,As,14.926294326782228
critical,1,ambiguous,long,object,nonfinal,8,1,the,3.2081451416015625
critical,1,ambiguous,long,object,nonfinal,8,2,lifeguard,20.176834106445312
critical,1,ambiguous,long,object,nonfinal,8,3,watched,12.97256565093994
critical,1,ambiguous,long,object,nonfinal,8,4,the,2.409661293029785
critical,1,ambiguous,long,object,nonfinal,8,5,kids,9.71844482421875
critical,1,ambiguous,long,object,nonfinal,8,6,playing,7.267287731170654
critical,1,ambiguous,long,object,nonfinal,8,7,happily,10.490765571594238
critical,1,ambiguous,long,object,nonfinal,8,8,splashed,19.046030044555664
critical,1,ambiguous,long,object,nonfinal,8,9,each,11.238430976867676
critical,1,ambiguous,long,object,nonfinal,8,10,other,0.2881053388118744
critical,1,ambiguous,long,object,nonfinal,8,11,with,3.2471535205841064
critical,1,ambiguous,long,object,nonfinal,8,12,water.,11.634458303451538
critical,1,unambiguous,short,object,nonfinal,8,0,As,14.926294326782228
critical,1,unambiguous,short,object,nonfinal,8,1,the,3.2081451416015625
critical,1,unambiguous,short,object,nonfinal,8,2,lifeguard,20.176834106445312
critical,1,unambiguous,short,object,nonfinal,8,3,watched,12.97256565093994
critical,1,unambiguous,short,object,nonfinal,8,4,the,2.409661293029785
critical,1,unambiguous,short,object,nonfinal,8,5,pool,12.09848690032959
critical,1,unambiguous,short,object,nonfinal,8,6,the,9.967938423156738
critical,1,unambiguous,short,object,nonfinal,8,7,kids,8.458332061767578
critical,1,unambiguous,short,object,nonfinal,8,8,splashed,10.730160057544708
critical,1,unambiguous,short,object,nonfinal,8,9,each,8.765865325927734
critical,1,unambiguous,short,object,nonfinal,8,10,other,0.1279275715351104
critical,1,unambiguous,short,object,nonfinal,8,11,with,2.19641375541687
critical,1,unambiguous,short,object,nonfinal,8,12,water.,5.107615232467651
critical,1,unambiguous,long,object,nonfinal,10,0,As,14.926294326782228
critical,1,unambiguous,long,object,nonfinal,10,1,the,3.2081451416015625
critical,1,unambiguous,long,object,nonfinal,10,2,lifeguard,20.176834106445312
critical,1,unambiguous,long,object,nonfinal,10,3,watched,12.97256565093994
critical,1,unambiguous,long,object,nonfinal,10,4,the,2.409661293029785
critical,1,unambiguous,long,object,nonfinal,10,5,pool,12.09848690032959
critical,1,unambiguous,long,object,nonfinal,10,6,the,9.967938423156738
critical,1,unambiguous,long,object,nonfinal,10,7,kids,8.458332061767578
critical,1,unambiguous,long,object,nonfinal,10,8,playing,10.26077651977539
critical,1,unambiguous,long,object,nonfinal,10,9,happily,9.127727508544922
critical,1,unambiguous,long,object,nonfinal,10,10,splashed,10.904008686542513
critical,1,unambiguous,long,object,nonfinal,10,11,each,9.478307723999023
critical,1,unambiguous,long,object,nonfinal,10,12,other,0.16218101978302
